CustomerID,Value_segment
14314,Bottom 80%
14453,Bottom 80%
16542,Bottom 80%
15266,Bottom 80%
16666,Bottom 80%
15843,Bottom 80%
17079,Bottom 80%
14155,Bottom 80%
13581,Bottom 80%
13193,Bottom 80%
17654,Bottom 80%
15836,Bottom 80%
16959,Bottom 80%
13877,Bottom 80%
17117,Bottom 80%
17601,Bottom 80%
13170,Bottom 80%
14143,Bottom 80%
15350,Bottom 80%
13067,Bottom 80%
18027,Bottom 80%
14972,Bottom 80%
13188,Bottom 80%
14632,Bottom 80%
16247,Bottom 80%
14974,Bottom 80%
17852,Bottom 80%
17219,Bottom 80%
14652,Bottom 80%
12938,Bottom 80%
14582,Bottom 80%
15221,Bottom 80%
12651,Bottom 80%
14457,Bottom 80%
16828,Bottom 80%
17217,Bottom 80%
15445,Bottom 80%
18105,Bottom 80%
16913,Bottom 80%
15280,Bottom 80%
14689,Bottom 80%
16697,Bottom 80%
13161,Bottom 80%
13807,Bottom 80%
18129,Bottom 80%
15610,Bottom 80%
17038,Bottom 80%
14271,Bottom 80%
17893,Bottom 80%
12756,Bottom 80%
17274,Bottom 80%
17887,Bottom 80%
18120,Bottom 80%
13508,Bottom 80%
13144,Bottom 80%
15537,Bottom 80%
13519,Bottom 80%
15853,Bottom 80%
17349,Bottom 80%
17957,Bottom 80%
16963,Bottom 80%
14641,Bottom 80%
12734,Bottom 80%
16792,Bottom 80%
17901,Bottom 80%
16339,Bottom 80%
17836,Bottom 80%
13133,Bottom 80%
16363,Bottom 80%
14699,Bottom 80%
14345,Bottom 80%
17639,Bottom 80%
16106,Bottom 80%
13226,Bottom 80%
12956,Bottom 80%
15935,Bottom 80%
14661,Bottom 80%
16784,Bottom 80%
15395,Bottom 80%
16757,Bottom 80%
15168,Bottom 80%
15070,Bottom 80%
17791,Bottom 80%
12929,Bottom 80%
15775,Bottom 80%
14027,Bottom 80%
15607,Bottom 80%
15958,Bottom 80%
18174,Bottom 80%
12587,Bottom 80%
18255,Bottom 80%
14542,Bottom 80%
17962,Bottom 80%
18011,Bottom 80%
14836,Bottom 80%
14981,Bottom 80%
13948,Bottom 80%
16462,Bottom 80%
18068,Bottom 80%
16516,Bottom 80%
17643,Bottom 80%
16006,Bottom 80%
18086,Bottom 80%
13101,Bottom 80%
16344,Bottom 80%
14946,Bottom 80%
17427,Bottom 80%
14371,Bottom 80%
15973,Bottom 80%
13703,Bottom 80%
17939,Bottom 80%
17746,Bottom 80%
15256,Bottom 80%
17538,Bottom 80%
17895,Bottom 80%
18033,Bottom 80%
15422,Bottom 80%
18277,Bottom 80%
12984,Bottom 80%
17325,Bottom 80%
15216,Bottom 80%
14642,Bottom 80%
17024,Bottom 80%
18249,Bottom 80%
16387,Bottom 80%
16073,Bottom 80%
15397,Bottom 80%
15428,Bottom 80%
18227,Bottom 80%
13283,Bottom 80%
17991,Bottom 80%
12821,Bottom 80%
14054,Bottom 80%
13551,Bottom 80%
13160,Bottom 80%
15488,Bottom 80%
13947,Bottom 80%
14353,Bottom 80%
16506,Bottom 80%
15552,Bottom 80%
16597,Bottom 80%
14117,Bottom 80%
14219,Bottom 80%
14436,Bottom 80%
12353,Bottom 80%
15212,Bottom 80%
15083,Bottom 80%
18084,Bottom 80%
15180,Bottom 80%
13296,Bottom 80%
16498,Bottom 80%
12814,Bottom 80%
15541,Bottom 80%
13841,Bottom 80%
13666,Bottom 80%
17309,Bottom 80%
16424,Bottom 80%
13006,Bottom 80%
17620,Bottom 80%
18281,Bottom 80%
16789,Bottom 80%
13967,Bottom 80%
17752,Bottom 80%
14109,Bottom 80%
13747,Bottom 80%
15753,Bottom 80%
16078,Bottom 80%
13651,Bottom 80%
17942,Bottom 80%
12445,Bottom 80%
14785,Bottom 80%
13132,Bottom 80%
12789,Bottom 80%
13992,Bottom 80%
14373,Bottom 80%
17536,Bottom 80%
14090,Bottom 80%
16148,Bottom 80%
15668,Bottom 80%
18113,Bottom 80%
17995,Bottom 80%
17628,Bottom 80%
16610,Bottom 80%
13403,Bottom 80%
16468,Bottom 80%
18050,Bottom 80%
13095,Bottom 80%
17960,Bottom 80%
12659,Bottom 80%
12506,Bottom 80%
18032,Bottom 80%
16171,Bottom 80%
17906,Bottom 80%
13686,Bottom 80%
13938,Bottom 80%
13185,Bottom 80%
12686,Bottom 80%
17022,Bottom 80%
16581,Bottom 80%
18037,Bottom 80%
12401,Bottom 80%
15863,Bottom 80%
14393,Bottom 80%
12548,Bottom 80%
17382,Bottom 80%
17747,Bottom 80%
13684,Bottom 80%
13130,Bottom 80%
13302,Bottom 80%
17263,Bottom 80%
14437,Bottom 80%
14840,Bottom 80%
13218,Bottom 80%
15516,Bottom 80%
15729,Bottom 80%
13194,Bottom 80%
12504,Bottom 80%
17174,Bottom 80%
13391,Bottom 80%
13682,Bottom 80%
13106,Bottom 80%
14957,Bottom 80%
13080,Bottom 80%
17775,Bottom 80%
15899,Bottom 80%
13366,Bottom 80%
14760,Bottom 80%
16349,Bottom 80%
15504,Bottom 80%
14865,Bottom 80%
15313,Bottom 80%
14682,Bottom 80%
17844,Bottom 80%
14351,Bottom 80%
13011,Bottom 80%
18184,Bottom 80%
14821,Bottom 80%
15603,Bottom 80%
14080,Bottom 80%
12665,Bottom 80%
15423,Bottom 80%
14300,Bottom 80%
15992,Bottom 80%
13832,Bottom 80%
15178,Bottom 80%
14589,Bottom 80%
12977,Bottom 80%
16659,Bottom 80%
18019,Bottom 80%
12855,Bottom 80%
16162,Bottom 80%
17816,Bottom 80%
15940,Bottom 80%
16856,Bottom 80%
17831,Bottom 80%
14576,Bottom 80%
15744,Bottom 80%
16765,Bottom 80%
17408,Bottom 80%
13120,Bottom 80%
15657,Bottom 80%
17102,Bottom 80%
16257,Bottom 80%
17986,Bottom 80%
16953,Bottom 80%
16093,Bottom 80%
17900,Bottom 80%
17763,Bottom 80%
13307,Bottom 80%
17956,Bottom 80%
18072,Bottom 80%
16454,Bottom 80%
16738,Bottom 80%
16446,Bottom 80%
12454,Bottom 80%
12558,Bottom 80%
12607,Bottom 80%
13762,Bottom 80%
18274,Bottom 80%
16878,Bottom 80%
14557,Bottom 80%
14792,Bottom 80%
18268,Bottom 80%
12346,Bottom 80%
13364,Bottom 80%
13672,Bottom 80%
16995,Bottom 80%
14679,Bottom 80%
16428,Bottom 80%
12943,Bottom 80%
12605,Bottom 80%
16138,Bottom 80%
17547,Bottom 80%
12870,Bottom 80%
14777,Bottom 80%
14119,Bottom 80%
14627,Bottom 80%
17820,Bottom 80%
16061,Bottom 80%
16579,Bottom 80%
16262,Bottom 80%
13693,Bottom 80%
18141,Bottom 80%
18256,Bottom 80%
15638,Bottom 80%
16546,Bottom 80%
13829,Bottom 80%
13958,Bottom 80%
15728,Bottom 80%
17548,Bottom 80%
17307,Bottom 80%
12666,Bottom 80%
16252,Bottom 80%
16742,Bottom 80%
15823,Bottom 80%
14213,Bottom 80%
